960	78
960	76
960	74
960	73
960	71
960	69
960	71
960	73
960	74
960	73
960	71
960	69
960	67
960	66
960	67
960	64
480	62
480	66
480	69
480	67
480	66
480	62
480	66
480	64
480	62
480	59
480	62
480	69
480	67
480	71
480	69
480	67
480	66
480	62
480	64
480	73
480	74
480	78
480	81
480	69
480	71
480	67
480	69
480	66
480	62
480	74
720	74
240	73
240	74
240	73
240	74
240	62
240	61
240	69
240	64
240	66
240	62
240	74
240	73
240	71
240	73
240	78
240	81
240	83
240	79
240	78
240	76
240	79
240	78
240	76
240	74
240	73
240	71
240	69
240	67
240	66
240	64
240	67
240	66
240	64
240	62
240	64
240	66
240	67
240	69
240	64
240	69
240	67
240	66
240	71
240	69
240	67
240	69
240	67
240	66
240	64
240	62
240	59
240	71
240	73
240	74
240	73
240	71
240	69
240	67
240	66
240	64
240	71
240	69
240	71
240	69
240	67
480	66
480	78
960	76
480	0
480	74
960	78
960	83
960	81
960	83
960	85
480	86
480	74
960	73
480	0
480	71
960	74
1440	74
480	74
480	74
480	79
480	78
480	81
240	81
120	78
120	79
240	81
120	78
120	79
120	81
120	69
120	71
120	73
120	74
120	76
120	78
120	79
240	78
120	74
120	76
240	78
120	66
120	67
120	69
120	71
120	69
120	67
120	69
120	66
120	67
120	69
240	67
120	71
120	69
240	67
120	66
120	64
120	66
120	64
120	62
120	64
120	66
120	67
120	69
120	71
240	67
120	71
120	69
240	71
120	73
120	74
120	69
120	71
120	73
120	74
120	76
120	78
120	79
120	81
240	78
120	74
120	76
240	78
120	76
120	74
120	76
120	73
120	74
120	76
120	78
120	76
120	74
120	73
240	74
120	71
120	73
240	74
120	62
120	64
120	66
120	67
120	66
120	64
120	66
120	74
120	73
120	74
240	71
120	74
120	73
240	71
120	69
120	67
120	69
120	67
120	66
120	67
120	69
120	71
120	73
120	74
240	71
120	74
120	73
240	74
120	73
120	71
120	73
120	74
120	76
120	74
120	73
120	74
120	71
120	73
480	74
480	0
480	73
480	0
480	71
480	0
480	74
480	0
480	62
480	0
480	62
480	0
480	62
480	0
480	64
480	0
480	0
480	69
480	0
480	69
480	0
480	66
480	0
480	69
480	0
480	67
480	0
480	66
480	0
480	67
480	0
480	76
240	78
240	66
240	67
240	66
240	64
240	76
240	78
240	76
240	74
240	66
240	62
240	71
240	69
240	57
240	55
240	57
240	59
240	71
240	73
240	71
240	69
240	57
240	55
240	57
240	59
240	71
240	69
240	71
240	73
240	61
240	59
240	61
240	62
240	74
240	76
240	74
240	73
240	61
240	62
240	61
240	59
240	71
240	69
240	71
240	73
240	61
240	66
240	64
240	62
240	74
240	76
240	79
240	78
240	66
240	69
240	78
240	74
240	79
240	78
240	79
240	76
240	69
240	67
240	69
240	66
240	69
240	69
240	69
240	69
240	69
240	69
240	69
240	66
240	66
240	66
240	66
240	66
240	66
240	69
240	69
240	67
240	67
240	67
240	74
240	74
240	74
240	74
240	74
240	74
240	74
240	71
240	71
240	69
240	69
240	76
240	73
240	69
240	78
240	78
240	78
240	76
240	76
240	76
240	76
240	74
240	74
240	74
240	74
240	81
240	81
240	81
240	81
240	83
240	83
240	83
240	83
240	81
240	81
240	81
240	81
240	83
240	83
240	83
240	83
240	85
240	73
240	73
240	73
240	74
120	62
120	64
240	66
240	62
240	61
120	73
120	74
240	76
240	73
240	71
120	59
120	61
240	62
240	59
240	61
120	69
120	67
240	66
240	64
240	62
120	67
120	66
240	64
240	67
240	66
120	62
120	64
240	66
240	69
240	67
120	71
120	69
240	67
240	66
240	64
120	69
120	67
240	66
240	64
240	66
120	74
120	73
240	74
240	66
240	69
120	69
120	71
240	73
240	69
240	66
120	74
120	76
240	78
240	74
240	78
120	78
120	76
240	74
240	73
240	71
120	71
120	69
240	71
240	73
240	74
120	78
120	76
240	74
240	78
240	79
120	74
120	73
240	71
240	71
240	69
240	64
240	69
240	69
1440	69
480	69
1440	62
480	69
960	67
960	69
480	67
480	62
720	62
240	61
480	62
480	74
960	73
960	71
960	69
720	62
240	64
960	66
960	71
720	64
240	64
720	66
240	78
240	78
240	79
240	78
240	76
720	74
240	74
240	74
240	76
240	74
240	73
960	71
960	74
240	74
240	72
240	71
240	72
720	69
240	69
720	69
240	81
240	81
240	83
240	81
240	79
720	78
240	78
240	78
240	79
240	78
240	76
240	74
240	72
240	71
240	72
720	69
240	69
480	67
480	74
720	73
240	73
480	74
960	74
960	73
960	71
480	69
480	69
960	67
480	66
720	66
240	64
960	64
480	66
960	78
480	76
480	74
960	86
480	84
960	83
480	86
480	81
960	83
960	81
960	81
720	69
240	67
960	66
720	78
240	76
1440	74
480	74
960	74
960	73
480	74
480	62
480	61
480	73
480	71
480	59
480	57
480	69
480	67
480	79
480	78
480	66
480	64
480	71
480	64
480	76
480	78
480	66
480	64
480	76
480	74
480	62
480	61
480	73
480	71
480	83
480	81
480	69
720	67
240	76
480	69
480	69
960	69
